"activity_log_id","user_id","element_id","entity_id","action_id","logged_at"
517,1,1,1,1000000,2026-01-16 11:29:23.006
518,2,3,1,1000000,2026-01-16 14:36:34.517
519,3,1,1,1000005,2026-01-16 17:20:21.659
520,1,1,1,1000004,2026-01-19 11:03:18.199
521,2,3,1,1000004,2026-01-19 13:55:55.259
522,3,4,1,1000004,2026-01-19 16:17:33.014
523,1,2,1,1000005,2026-01-20 10:11:11.528
524,1,1,1,1000000,2026-01-20 10:15:09.009
525,1,1,1,1000000,2026-01-20 10:18:54.450
526,1,1,1,1000005,2026-01-20 10:39:27.225
527,1,1,1,1000004,2026-01-20 10:40:38.314
528,1,2,1,1000005,2026-01-20 10:46:43.793
529,1,2,1,1000005,2026-01-20 11:04:28.348
530,2,3,1,1000000,2026-01-20 14:15:58.126
531,3,5,1,1000000,2026-01-20 16:16:45.334
532,3,4,1,1000005,2026-01-20 16:38:58.448
533,3,1,1,1000004,2026-01-20 16:44:45.499
534,3,6,1,1000000,2026-01-20 16:51:41.558
535,3,5,1,1000005,2026-01-20 17:02:40.514
536,3,5,1,1000000,2026-01-20 17:03:00.998
537,1,1,1,1000004,2026-01-21 11:08:16.224
538,2,3,1,1000004,2026-01-21 14:37:29.646
539,3,4,1,1000004,2026-01-21 16:20:54.159
540,3,6,1,1000005,2026-01-21 16:26:14.093
541,3,1,1,1000004,2026-01-21 16:39:19.571
542,3,1,1,1000000,2026-01-21 16:40:30.309
543,3,6,1,1000000,2026-01-21 16:41:22.396
544,3,5,1,1000004,2026-01-21 16:42:34.284
545,3,1,1,1000000,2026-01-21 16:55:30.771
546,3,1,1,1000000,2026-01-21 17:27:06.610
547,3,5,1,1000004,2026-01-21 17:52:28.787
548,1,1,1,1000000,2026-01-22 10:04:07.082
549,2,3,1,1000004,2026-01-22 13:46:48.559
550,3,5,1,1000000,2026-01-22 17:27:25.602
551,1,2,1,1000005,2026-01-23 11:41:48.268
552,2,3,1,1000005,2026-01-23 13:25:27.928
553,2,3,1,1000004,2026-01-23 14:03:22.355
554,3,4,1,1000004,2026-01-23 17:29:43.990
555,3,6,1,1000005,2026-01-23 17:30:29.643
556,3,5,1,1000000,2026-01-23 17:31:16.147
557,3,1,1,1000005,2026-01-23 17:32:06.141
558,3,4,1,1000004,2026-01-23 17:32:08.638
559,3,5,1,1000000,2026-01-23 17:32:19.768
560,3,4,1,1000004,2026-01-23 17:32:32.973
561,3,6,1,1000005,2026-01-23 17:33:51.103
562,3,5,1,1000000,2026-01-23 17:34:22.647
563,1,2,1,1000005,2026-01-26 11:24:20.437
564,2,3,1,1000005,2026-01-26 14:26:43.893
565,3,4,1,1000005,2026-01-26 15:39:23.462
566,3,5,1,1000000,2026-01-26 16:17:20.020
567,3,6,1,1000000,2026-01-26 16:53:36.500
568,3,6,1,1000000,2026-01-26 17:02:17.857
569,3,6,1,1000004,2026-01-26 17:07:45.566
570,3,6,1,1000005,2026-01-26 17:49:33.122
571,1,2,1,1000000,2026-01-27 11:29:51.401
572,2,3,1,1000000,2026-01-27 13:39:42.553
573,2,3,1,1000000,2026-01-27 14:33:32.282
574,2,3,1,1000000,2026-01-27 14:34:45.231
575,2,3,1,1000004,2026-01-27 14:34:59.915
576,2,3,1,1000004,2026-01-27 14:45:23.755
577,3,6,1,1000000,2026-01-27 17:04:30.602
578,1,2,1,1000004,2026-01-28 10:22:52.368
579,1,1,1,1000004,2026-01-28 10:33:15.327
580,1,1,1,1000004,2026-01-28 10:33:25.331
581,1,1,1,1000004,2026-01-28 10:36:45.420
582,1,2,1,1000004,2026-01-28 10:51:30.977
583,1,1,1,1000005,2026-01-28 11:01:10.506
584,1,1,1,1000000,2026-01-28 11:03:11.830
585,1,2,1,1000000,2026-01-28 11:11:59.537
586,1,1,1,1000004,2026-01-28 11:25:45.858
587,1,2,1,1000005,2026-01-28 11:38:03.011
588,2,3,1,1000004,2026-01-28 13:59:56.485
589,3,1,1,1000005,2026-01-28 15:36:23.203
590,1,1,1,1000004,2026-01-29 10:15:41.671
591,1,2,1,1000000,2026-01-29 10:25:11.687
592,1,1,1,1000004,2026-01-29 10:39:00.489
593,1,2,1,1000005,2026-01-29 10:57:00.257
594,1,2,1,1000005,2026-01-29 11:26:04.526
595,1,1,1,1000005,2026-01-29 11:35:31.412
596,2,3,1,1000004,2026-01-29 14:28:48.205
597,3,1,1,1000005,2026-01-29 16:49:57.947
598,3,6,1,1000005,2026-01-29 17:09:43.124
599,3,4,1,1000004,2026-01-29 17:42:44.224
600,1,1,1,1000005,2026-01-30 11:39:07.222
601,2,3,1,1000005,2026-01-30 14:17:40.218
602,2,3,1,1000004,2026-01-30 14:20:56.978
603,2,3,1,1000000,2026-01-30 14:24:11.144
604,2,3,1,1000004,2026-01-30 14:24:22.295
605,2,3,1,1000004,2026-01-30 14:34:37.030
606,2,3,1,1000004,2026-01-30 14:36:59.929
607,2,3,1,1000000,2026-01-30 14:37:03.920
608,2,3,1,1000004,2026-01-30 14:39:41.838
609,2,3,1,1000005,2026-01-30 14:42:39.845
610,3,6,1,1000000,2026-01-30 16:28:32.341
611,1,2,1,1000004,2026-02-02 11:40:32.273
612,2,3,1,1000005,2026-02-02 14:20:13.970
613,3,4,1,1000000,2026-02-02 16:06:51.876
614,3,5,1,1000004,2026-02-02 16:17:55.547
615,3,6,1,1000005,2026-02-02 16:53:43.088
616,3,5,1,1000004,2026-02-02 17:05:02.269
617,3,1,1,1000005,2026-02-02 17:08:42.536
618,3,4,1,1000005,2026-02-02 17:15:12.561
619,3,4,1,1000005,2026-02-02 17:19:59.766
620,3,5,1,1000000,2026-02-02 17:20:53.375
621,1,2,1,1000000,2026-02-03 10:37:39.820
622,2,3,1,1000004,2026-02-03 13:59:32.116
623,2,3,1,1000005,2026-02-03 14:12:30.004
624,2,3,1,1000005,2026-02-03 14:15:59.532
625,2,3,1,1000005,2026-02-03 14:17:38.540
626,2,3,1,1000000,2026-02-03 14:21:26.919
627,2,3,1,1000005,2026-02-03 14:23:29.523
628,2,3,1,1000004,2026-02-03 14:35:58.147
629,2,3,1,1000005,2026-02-03 14:45:09.124
630,3,6,1,1000004,2026-02-03 17:01:11.403
631,1,2,1,1000004,2026-02-04 10:31:20.904
632,2,3,1,1000005,2026-02-04 13:07:06.040
633,3,6,1,1000004,2026-02-04 15:58:17.331
634,1,2,1,1000005,2026-02-05 10:53:02.343
635,1,2,1,1000004,2026-02-05 11:22:09.137
636,2,3,1,1000000,2026-02-05 14:50:30.750
637,3,4,1,1000005,2026-02-05 16:40:29.060
638,3,4,1,1000000,2026-02-05 16:50:10.543
639,3,4,1,1000005,2026-02-05 16:53:28.647
640,3,5,1,1000000,2026-02-05 17:09:35.365
641,3,6,1,1000005,2026-02-05 17:14:31.083
642,3,4,1,1000000,2026-02-05 17:20:35.292
643,3,4,1,1000004,2026-02-05 17:22:03.853
644,3,1,1,1000000,2026-02-05 17:35:01.685
645,1,1,1,1000004,2026-02-06 11:32:18.861
646,2,3,1,1000005,2026-02-06 13:17:26.195
647,3,4,1,1000004,2026-02-06 16:44:15.249
648,1,2,1,1000004,2026-02-09 09:45:46.476
649,1,2,1,1000004,2026-02-09 09:57:36.320
650,1,1,1,1000000,2026-02-09 10:01:13.181
651,1,2,1,1000000,2026-02-09 10:09:55.198
652,1,1,1,1000000,2026-02-09 10:27:55.707
653,1,1,1,1000004,2026-02-09 10:34:18.043
654,1,2,1,1000005,2026-02-09 10:39:19.204
655,1,1,1,1000000,2026-02-09 10:45:58.936
656,1,2,1,1000000,2026-02-09 11:26:49.865
657,1,2,1,1000000,2026-02-09 11:40:07.210
658,2,3,1,1000004,2026-02-09 14:24:25.519
659,2,3,1,1000005,2026-02-09 14:34:14.188
660,2,3,1,1000004,2026-02-09 14:35:43.712
661,2,3,1,1000004,2026-02-09 14:35:57.629
662,2,3,1,1000005,2026-02-09 14:36:21.466
663,3,4,1,1000004,2026-02-09 17:47:13.336
664,1,1,1,1000000,2026-02-10 11:27:35.572
665,1,2,1,1000000,2026-02-10 11:28:11.059
666,1,2,1,1000004,2026-02-10 11:30:10.070
667,1,2,1,1000004,2026-02-10 11:34:26.448
668,1,2,1,1000005,2026-02-10 11:36:15.907
669,1,1,1,1000005,2026-02-10 11:37:09.050
670,1,1,1,1000000,2026-02-10 11:38:37.990
671,1,2,1,1000004,2026-02-10 11:39:41.074
672,1,2,1,1000005,2026-02-10 11:41:12.529
673,1,2,1,1000000,2026-02-10 11:41:15.716
674,2,3,1,1000000,2026-02-10 14:29:37.394
675,2,3,1,1000000,2026-02-10 14:33:23.692
676,2,3,1,1000000,2026-02-10 14:37:00.140
677,3,5,1,1000005,2026-02-10 17:25:13.567
678,1,2,1,1000004,2026-02-11 11:12:01.394
679,2,3,1,1000004,2026-02-11 14:38:10.690
680,3,4,1,1000005,2026-02-11 17:30:18.121
681,1,2,1,1000005,2026-02-12 11:29:47.934
682,2,3,1,1000004,2026-02-12 14:20:26.962
683,3,1,1,1000000,2026-02-12 17:28:05.910
684,1,1,1,1000000,2026-02-13 11:30:06.430
685,2,3,1,1000005,2026-02-13 13:18:18.435
686,3,5,1,1000000,2026-02-13 16:44:27.325
687,1,2,1,1000004,2026-02-16 11:02:53.610
688,1,2,1,1000005,2026-02-16 11:10:36.622
689,1,1,1,1000000,2026-02-16 11:18:28.900
690,2,3,1,1000005,2026-02-16 14:45:40.457
691,3,6,1,1000005,2026-02-16 17:22:03.776
692,1,1,1,1000005,2026-02-17 11:08:24.834
693,2,3,1,1000004,2026-02-17 14:18:33.604
694,2,3,1,1000004,2026-02-17 14:21:33.579
695,2,3,1,1000005,2026-02-17 14:37:09.852
696,2,3,1,1000000,2026-02-17 14:39:03.527
697,2,3,1,1000000,2026-02-17 14:45:27.898
698,2,3,1,1000004,2026-02-17 14:48:05.731
699,3,5,1,1000004,2026-02-17 16:45:19.284
700,3,5,1,1000005,2026-02-17 16:45:30.622
701,3,5,1,1000005,2026-02-17 16:50:49.183
702,3,6,1,1000004,2026-02-17 16:54:32.467
703,3,6,1,1000005,2026-02-17 17:10:32.456
704,3,6,1,1000004,2026-02-17 17:19:23.093
705,3,5,1,1000005,2026-02-17 17:20:53.999
706,3,6,1,1000000,2026-02-17 17:20:54.322
707,3,4,1,1000005,2026-02-17 17:27:47.603
708,3,5,1,1000005,2026-02-17 17:33:39.825
709,1,2,1,1000000,2026-02-18 11:32:02.095
710,1,1,1,1000004,2026-02-18 11:32:43.580
711,1,1,1,1000004,2026-02-18 11:34:22.401
712,1,2,1,1000004,2026-02-18 11:35:14.414
713,2,3,1,1000004,2026-02-18 14:01:28.904
714,3,6,1,1000005,2026-02-18 16:42:18.259
715,3,6,1,1000004,2026-02-18 16:45:21.197
716,3,6,1,1000005,2026-02-18 16:49:15.278
717,3,5,1,1000005,2026-02-18 16:55:17.086
718,3,6,1,1000000,2026-02-18 17:03:19.795
719,3,1,1,1000005,2026-02-18 17:27:16.989
720,3,6,1,1000005,2026-02-18 17:42:12.981
721,1,1,1,1000004,2026-02-19 11:07:09.383
722,1,1,1,1000000,2026-02-19 11:22:49.088
723,1,2,1,1000004,2026-02-19 11:23:47.566
724,1,1,1,1000004,2026-02-19 11:31:13.180
725,1,2,1,1000000,2026-02-19 11:37:01.548
726,2,3,1,1000000,2026-02-19 12:56:37.062
727,3,6,1,1000000,2026-02-19 17:42:20.069
728,1,2,1,1000005,2026-02-20 09:49:57.477
729,1,1,1,1000005,2026-02-20 09:59:11.556
730,1,1,1,1000005,2026-02-20 09:59:26.098
731,1,1,1,1000005,2026-02-20 10:14:10.394
732,1,2,1,1000000,2026-02-20 10:15:33.905
733,1,1,1,1000005,2026-02-20 10:26:02.660
734,1,2,1,1000000,2026-02-20 10:42:10.894
735,1,2,1,1000004,2026-02-20 10:48:46.744
736,1,2,1,1000005,2026-02-20 10:52:00.779
737,2,3,1,1000005,2026-02-20 14:36:25.401
738,3,5,1,1000005,2026-02-20 16:03:04.150
739,1,1,1,1000004,2026-02-23 11:16:39.290
740,2,3,1,1000004,2026-02-23 14:46:47.428
741,3,4,1,1000005,2026-02-23 17:32:20.658
742,1,1,1,1000005,2026-02-24 11:19:00.270
743,2,3,1,1000004,2026-02-24 13:20:12.737
744,3,6,1,1000000,2026-02-24 15:31:28.139
745,3,1,1,1000005,2026-02-24 16:01:04.945
746,3,6,1,1000004,2026-02-24 17:01:52.466
747,3,6,1,1000000,2026-02-24 17:23:44.987
748,1,2,1,1000004,2026-02-25 11:45:38.168
749,2,3,1,1000000,2026-02-25 13:27:20.076
750,3,5,1,1000005,2026-02-25 16:44:05.963
751,1,1,1,1000000,2026-02-26 11:38:54.061
752,2,3,1,1000004,2026-02-26 14:37:17.423
753,3,5,1,1000005,2026-02-26 16:26:43.716
754,1,1,1,1000000,2026-02-27 10:14:32.026
755,2,3,1,1000004,2026-02-27 14:25:30.364
756,3,5,1,1000000,2026-02-27 16:05:44.990
757,3,5,1,1000005,2026-02-27 16:48:12.878
758,3,4,1,1000000,2026-02-27 17:25:11.379
759,3,6,1,1000000,2026-02-27 17:27:56.680
760,3,5,1,1000005,2026-02-27 17:40:10.669
761,3,6,1,1000000,2026-02-27 17:42:12.283
762,1,1,1,1000000,2026-03-02 10:21:00.489
763,2,3,1,1000005,2026-03-02 14:44:34.022
764,3,4,1,1000005,2026-03-02 16:24:13.774
765,3,6,1,1000000,2026-03-02 16:27:56.500
766,3,5,1,1000004,2026-03-02 16:28:57.794
767,3,4,1,1000005,2026-03-02 16:36:48.841
768,3,1,1,1000000,2026-03-02 16:51:50.819
769,3,6,1,1000000,2026-03-02 17:00:11.308
770,3,5,1,1000004,2026-03-02 17:08:05.012
771,3,6,1,1000005,2026-03-02 17:17:50.276
772,3,1,1,1000004,2026-03-02 17:32:28.713
773,1,1,1,1000000,2026-03-03 10:42:40.461
774,2,3,1,1000000,2026-03-03 14:07:32.403
775,3,6,1,1000004,2026-03-03 17:23:16.588
776,1,1,1,1000004,2026-03-04 10:50:57.482
777,1,1,1,1000004,2026-03-04 11:20:05.038
778,1,1,1,1000000,2026-03-04 11:21:28.445
779,1,2,1,1000000,2026-03-04 11:48:53.937
780,2,3,1,1000005,2026-03-04 14:25:56.739
781,3,4,1,1000000,2026-03-04 16:23:55.080
782,1,2,1,1000000,2026-03-05 11:26:51.529
783,2,3,1,1000005,2026-03-05 14:38:35.733
784,2,3,1,1000000,2026-03-05 14:38:55.969
785,2,3,1,1000005,2026-03-05 14:39:04.864
786,2,3,1,1000000,2026-03-05 14:42:16.456
787,2,3,1,1000004,2026-03-05 14:47:51.697
788,3,5,1,1000004,2026-03-05 17:31:07.156
789,1,2,1,1000000,2026-03-06 11:41:56.115
790,1,1,1,1000004,2026-03-06 11:41:57.073
791,1,2,1,1000005,2026-03-06 11:42:04.395
792,1,2,1,1000004,2026-03-06 11:42:54.953
793,1,1,1,1000004,2026-03-06 11:43:36.179
794,1,1,1,1000004,2026-03-06 11:43:58.145
795,2,3,1,1000005,2026-03-06 14:13:55.424
796,2,3,1,1000000,2026-03-06 14:29:59.360
797,3,4,1,1000005,2026-03-06 16:54:47.656
798,1,1,1,1000004,2026-03-09 11:23:44.584
799,2,3,1,1000004,2026-03-09 13:50:40.432
800,3,1,1,1000004,2026-03-09 16:51:42.981
801,3,4,1,1000000,2026-03-09 17:14:44.098
802,3,6,1,1000004,2026-03-09 17:40:00.326
803,3,4,1,1000005,2026-03-09 17:42:01.641
804,3,6,1,1000004,2026-03-09 17:44:33.146
805,1,2,1,1000000,2026-03-10 11:45:06.691
806,2,3,1,1000004,2026-03-10 13:20:19.477
807,3,6,1,1000004,2026-03-10 17:48:31.792
808,1,1,1,1000005,2026-03-11 11:44:04.086
809,2,3,1,1000000,2026-03-11 13:20:53.402
810,2,3,1,1000004,2026-03-11 13:33:02.963
811,2,3,1,1000004,2026-03-11 13:55:51.728
812,2,3,1,1000005,2026-03-11 14:14:15.745
813,2,3,1,1000004,2026-03-11 14:18:24.399
814,2,3,1,1000005,2026-03-11 14:20:36.056
815,2,3,1,1000004,2026-03-11 14:25:39.582
816,3,6,1,1000000,2026-03-11 17:30:32.825
817,1,2,1,1000000,2026-03-12 10:48:02.195
818,2,3,1,1000000,2026-03-12 14:17:08.331
819,3,6,1,1000005,2026-03-12 16:19:55.338
820,3,5,1,1000000,2026-03-12 16:30:05.035
821,3,5,1,1000004,2026-03-12 16:46:42.965
822,3,1,1,1000005,2026-03-12 17:07:13.882
823,3,1,1,1000005,2026-03-12 17:15:45.877
824,3,6,1,1000000,2026-03-12 17:19:02.975
825,3,5,1,1000004,2026-03-12 17:22:16.862
826,3,4,1,1000005,2026-03-12 17:28:06.271
827,1,2,1,1000004,2026-03-13 11:05:32.752
828,2,3,1,1000004,2026-03-13 14:24:36.279
829,3,6,1,1000004,2026-03-13 17:40:53.571
830,1,2,1,1000005,2026-03-16 10:57:08.330
831,2,3,1,1000005,2026-03-16 14:25:30.097
832,3,5,1,1000004,2026-03-16 17:09:00.364
833,1,1,1,1000000,2026-03-17 10:36:33.537
834,2,3,1,1000005,2026-03-17 12:56:39.932
835,3,1,1,1000000,2026-03-17 17:26:01.042
836,1,1,1,1000005,2026-03-18 10:10:56.415
837,2,3,1,1000004,2026-03-18 13:14:31.237
838,2,3,1,1000000,2026-03-18 13:15:40.721
839,2,3,1,1000005,2026-03-18 13:52:16.995
840,2,3,1,1000004,2026-03-18 13:55:53.522
841,2,3,1,1000000,2026-03-18 14:13:25.413
842,2,3,1,1000000,2026-03-18 14:27:13.953
843,2,3,1,1000000,2026-03-18 14:33:48.467
844,3,5,1,1000000,2026-03-18 16:39:19.773
845,1,2,1,1000004,2026-03-19 11:13:30.163
846,1,2,1,1000000,2026-03-19 11:34:09.451
847,2,3,1,1000004,2026-03-19 13:28:37.922
848,3,6,1,1000004,2026-03-19 16:20:28.308
849,1,2,1,1000005,2026-03-20 11:06:44.301
850,2,3,1,1000005,2026-03-20 14:14:19.979
851,2,3,1,1000004,2026-03-20 14:21:27.522
852,2,3,1,1000005,2026-03-20 14:24:15.528
853,2,3,1,1000004,2026-03-20 14:27:05.239
854,2,3,1,1000005,2026-03-20 14:32:02.250
855,2,3,1,1000005,2026-03-20 14:32:26.155
856,3,5,1,1000005,2026-03-20 17:30:48.589
857,1,1,1,1000005,2026-03-23 10:12:38.474
858,2,3,1,1000000,2026-03-23 12:45:52.248
859,3,4,1,1000004,2026-03-23 16:25:26.566
860,3,4,1,1000000,2026-03-23 16:33:12.207
861,3,6,1,1000000,2026-03-23 17:20:32.177
862,1,1,1,1000000,2026-03-24 10:33:19.053
863,1,1,1,1000000,2026-03-24 10:40:27.228
864,1,1,1,1000005,2026-03-24 10:42:23.987
865,1,1,1,1000000,2026-03-24 10:42:44.845
866,1,2,1,1000000,2026-03-24 10:50:25.729
867,1,1,1,1000005,2026-03-24 11:02:38.689
868,1,2,1,1000000,2026-03-24 11:11:39.014
869,1,1,1,1000005,2026-03-24 11:25:54.267
870,1,2,1,1000004,2026-03-24 11:29:10.668
871,1,1,1,1000005,2026-03-24 11:32:34.969
872,2,3,1,1000005,2026-03-24 13:35:25.882
873,3,5,1,1000004,2026-03-24 17:34:01.933
874,1,2,1,1000004,2026-03-25 11:42:13.416
875,2,3,1,1000000,2026-03-25 14:20:01.960
876,3,5,1,1000004,2026-03-25 17:39:01.139
877,1,2,1,1000004,2026-03-26 09:49:21.058
878,1,1,1,1000000,2026-03-26 10:36:37.562
879,1,2,1,1000005,2026-03-26 10:41:59.215
880,1,1,1,1000004,2026-03-26 10:43:28.814
881,1,1,1,1000004,2026-03-26 10:52:54.984
882,1,2,1,1000004,2026-03-26 11:02:59.498
883,1,1,1,1000000,2026-03-26 11:13:45.341
884,1,1,1,1000005,2026-03-26 11:26:03.517
885,1,2,1,1000004,2026-03-26 11:30:25.938
886,1,2,1,1000004,2026-03-26 11:40:27.853
887,2,3,1,1000004,2026-03-26 13:26:30.417
888,3,4,1,1000000,2026-03-26 17:13:43.431
889,1,1,1,1000005,2026-03-27 11:07:14.401
890,1,2,1,1000000,2026-03-27 11:18:15.748
891,1,2,1,1000004,2026-03-27 11:20:20.287
892,1,2,1,1000005,2026-03-27 11:21:42.182
893,1,1,1,1000004,2026-03-27 11:25:05.100
894,1,1,1,1000000,2026-03-27 11:27:06.738
895,1,1,1,1000000,2026-03-27 11:34:45.558
896,2,3,1,1000000,2026-03-27 14:26:36.607
897,2,3,1,1000005,2026-03-27 14:31:17.262
898,2,3,1,1000005,2026-03-27 14:32:28.855
899,2,3,1,1000004,2026-03-27 14:33:11.461
900,2,3,1,1000004,2026-03-27 14:33:14.280
901,2,3,1,1000000,2026-03-27 14:35:12.778
902,2,3,1,1000004,2026-03-27 14:35:47.917
903,2,3,1,1000000,2026-03-27 14:35:50.319
904,2,3,1,1000005,2026-03-27 14:38:52.390
905,2,3,1,1000000,2026-03-27 14:39:11.858
906,3,1,1,1000004,2026-03-27 17:30:35.729
907,1,2,1,1000000,2026-03-30 11:32:09.964
908,1,1,1,1000005,2026-03-30 11:32:30.998
909,1,2,1,1000000,2026-03-30 11:32:33.067
910,1,2,1,1000005,2026-03-30 11:32:39.376
911,1,1,1,1000005,2026-03-30 11:35:20.525
912,1,1,1,1000005,2026-03-30 11:38:02.695
913,1,2,1,1000005,2026-03-30 11:39:07.978
914,1,1,1,1000004,2026-03-30 11:39:20.613
915,2,3,1,1000000,2026-03-30 14:02:40.369
916,3,5,1,1000005,2026-03-30 17:40:12.131
917,1,2,1,1000005,2026-03-31 11:35:48.668
918,2,3,1,1000000,2026-03-31 14:19:23.872
919,2,3,1,1000005,2026-03-31 14:19:37.427
920,2,3,1,1000000,2026-03-31 14:34:12.014
921,2,3,1,1000004,2026-03-31 14:36:45.206
922,2,3,1,1000000,2026-03-31 14:45:17.990
923,3,1,1,1000000,2026-03-31 17:32:10.727
924,3,6,1,1000004,2026-03-31 17:35:17.206
925,3,6,1,1000005,2026-03-31 17:40:06.998
926,3,5,1,1000005,2026-03-31 17:42:29.608
927,3,4,1,1000000,2026-03-31 17:42:58.490
928,3,4,1,1000004,2026-03-31 17:44:25.121
929,3,1,1,1000000,2026-03-31 17:45:12.859
930,1,1,1,1000005,2026-01-01 11:39:26.805
931,2,3,1,1000004,2026-01-01 13:13:07.401
932,2,3,1,1000000,2026-01-01 13:13:27.172
933,2,3,1,1000004,2026-01-01 13:24:45.599
934,2,3,1,1000004,2026-01-01 13:38:30.939
935,2,3,1,1000005,2026-01-01 13:54:36.563
936,2,3,1,1000000,2026-01-01 14:20:27.468
937,2,3,1,1000000,2026-01-01 14:25:36.757
938,2,3,1,1000000,2026-01-01 14:31:32.991
939,2,3,1,1000000,2026-01-01 14:45:47.119
940,3,6,1,1000004,2026-01-01 17:22:09.650
941,1,1,1,1000004,2026-01-02 11:30:59.738
942,2,3,1,1000004,2026-01-02 14:12:46.426
943,2,3,1,1000000,2026-01-02 14:16:28.722
944,2,3,1,1000005,2026-01-02 14:21:03.480
945,2,3,1,1000004,2026-01-02 14:31:12.616
946,2,3,1,1000004,2026-01-02 14:31:55.732
947,2,3,1,1000000,2026-01-02 14:32:38.255
948,2,3,1,1000005,2026-01-02 14:39:11.956
949,2,3,1,1000000,2026-01-02 14:47:09.837
950,3,5,1,1000000,2026-01-02 17:12:03.647
951,1,2,1,1000004,2026-01-05 10:34:13.966
952,2,3,1,1000004,2026-01-05 14:24:22.591
953,2,3,1,1000000,2026-01-05 14:25:13.631
954,2,3,1,1000000,2026-01-05 14:28:48.084
955,2,3,1,1000005,2026-01-05 14:30:58.747
956,2,3,1,1000005,2026-01-05 14:38:22.855
957,2,3,1,1000004,2026-01-05 14:39:05.752
958,2,3,1,1000005,2026-01-05 14:40:11.122
959,2,3,1,1000004,2026-01-05 14:40:37.379
960,2,3,1,1000005,2026-01-05 14:41:11.822
961,2,3,1,1000005,2026-01-05 14:43:47.340
962,3,5,1,1000005,2026-01-05 17:25:11.241
963,3,5,1,1000004,2026-01-05 17:25:40.257
964,3,1,1,1000000,2026-01-05 17:25:52.621
965,3,4,1,1000005,2026-01-05 17:26:25.767
966,3,4,1,1000000,2026-01-05 17:32:40.081
967,3,1,1,1000000,2026-01-05 17:34:55.912
968,3,5,1,1000005,2026-01-05 17:34:57.972
969,3,1,1,1000005,2026-01-05 17:36:13.575
970,3,4,1,1000004,2026-01-05 17:36:31.835
971,1,1,1,1000005,2026-01-06 11:09:18.251
972,2,3,1,1000004,2026-01-06 13:44:41.084
973,3,6,1,1000004,2026-01-06 15:28:02.711
974,3,1,1,1000000,2026-01-06 15:31:54.413
975,3,6,1,1000005,2026-01-06 15:45:56.693
976,3,6,1,1000005,2026-01-06 16:25:17.612
977,3,1,1,1000005,2026-01-06 16:34:41.037
978,3,6,1,1000004,2026-01-06 17:00:18.140
979,3,1,1,1000000,2026-01-06 17:05:48.941
980,3,1,1,1000005,2026-01-06 17:18:12.637
981,1,2,1,1000005,2026-01-07 10:59:15.549
982,2,3,1,1000005,2026-01-07 14:18:58.637
983,3,1,1,1000004,2026-01-07 17:07:21.573
984,1,2,1,1000004,2026-01-08 11:16:26.617
985,2,3,1,1000005,2026-01-08 14:03:43.856
986,2,3,1,1000004,2026-01-08 14:08:13.989
987,2,3,1,1000005,2026-01-08 14:14:36.637
988,2,3,1,1000004,2026-01-08 14:14:39.006
989,2,3,1,1000004,2026-01-08 14:14:43.665
990,2,3,1,1000000,2026-01-08 14:16:08.840
991,2,3,1,1000005,2026-01-08 14:19:40.319
992,2,3,1,1000000,2026-01-08 14:25:41.645
993,2,3,1,1000004,2026-01-08 14:34:31.997
994,2,3,1,1000004,2026-01-08 14:42:50.107
995,3,6,1,1000005,2026-01-08 16:44:57.595
996,1,1,1,1000005,2026-01-09 11:22:51.664
997,2,3,1,1000004,2026-01-09 13:41:48.539
998,3,4,1,1000000,2026-01-09 17:24:14.699
999,1,2,1,1000000,2026-01-12 11:29:40.465
1000,2,3,1,1000005,2026-01-12 13:20:49.849
1001,3,1,1,1000005,2026-01-12 17:37:30.924
1002,1,1,1,1000004,2026-01-13 11:13:01.501
1003,2,3,1,1000000,2026-01-13 13:45:01.895
1004,2,3,1,1000004,2026-01-13 13:56:15.624
1005,2,3,1,1000005,2026-01-13 14:09:14.603
1006,2,3,1,1000005,2026-01-13 14:14:31.464
1007,2,3,1,1000005,2026-01-13 14:15:20.946
1008,2,3,1,1000005,2026-01-13 14:23:12.666
1009,2,3,1,1000004,2026-01-13 14:28:23.255
1010,2,3,1,1000005,2026-01-13 14:34:44.001
1011,3,5,1,1000000,2026-01-13 17:52:17.520
1012,1,1,1,1000000,2026-01-14 11:01:16.320
1013,2,3,1,1000000,2026-01-14 13:38:22.659
1014,3,5,1,1000005,2026-01-14 17:15:07.419
1015,3,4,1,1000005,2026-01-14 17:23:20.668
1016,3,4,1,1000005,2026-01-14 17:24:50.222
1017,3,4,1,1000000,2026-01-14 17:25:41.173
1018,3,6,1,1000005,2026-01-14 17:32:51.637
1019,3,4,1,1000000,2026-01-14 17:32:58.840
1020,3,6,1,1000004,2026-01-14 17:33:34.710
1021,3,6,1,1000004,2026-01-14 17:35:54.537
1022,3,6,1,1000005,2026-01-14 17:36:47.929
1023,1,1,1,1000005,2026-01-15 11:04:17.591
1024,2,3,1,1000004,2026-01-15 13:15:16.223
1025,3,6,1,1000000,2026-01-15 17:07:14.107
1026,1,2,1,1000004,2026-01-16 11:01:53.674
1027,2,3,1,1000005,2026-01-16 13:03:34.990
1028,3,5,1,1000004,2026-01-16 17:37:10.222
1029,1,2,1,1000005,2026-01-19 11:16:55.572
1030,2,3,1,1000000,2026-01-19 14:26:01.049
1031,3,6,1,1000004,2026-01-19 17:18:19.744
1032,1,1,1,1000000,2026-01-20 11:16:37.364
